post_shortcode;comment_text;final_data;predicted_aspect;sentiment_label;sentiment_value
DHF0eVMP3bF;Apa pelanggan PDAM kota Surabaya dapat keringanan biaya tagihan PDAM;langgan pdam kota surabaya ringan biaya tagih pdam;Harga;Netral;0
DHF0eVMP3bF;Maaf mau tanya pak saya sudah dftar sudah di surve juga tapi belum dapat wa atau pemberitahuan dari kantor untuk pembayaran dan no kontraknya gimana ya pak;maaf daftar survey whatsapp pemberitahuan kantor bayar kontrak;Pelayanan;Netral;0
DHFE3mnTKgn;Selamat pagi. Mohon cek DM ya. Gangguan air di injoko gayungan;selamat pagi mohon cek pesan ganggu air injoko gayung;Lainnya;Netral;0
DHFE3mnTKgn;Mohon info hari ini apakah Baratajaya juga mati air?;mohon informasi baratajaya mati air;Air Tidak Mengalir;Negatif;-1
DHFE3mnTKgn;Halo min manukan kulon dirumah saya smp saat ini blom nyala sama sekali.. Gimana ini?;halo admin manuk kulon rumah;Lainnya;Netral;0
DHFE3mnTKgn;Sampek sekarang masih pelan minn keluar airx, apakah belum selesei yaa;pelan admin keluar air selesai;Air Tidak Mengalir;Netral;0
DHFE3mnTKgn;Apakah jalan Arjuno kena dampaknya,?? Dari kemarin sore Airnya keluar nya kecil;jalan arjuno kena dampak sore air keluar nya kecil;Air Tidak Mengalir;Netral;0
DHFE3mnTKgn;Mohon info min, raya lontar dekat pintu keluar ptc sudah beberapa hari ini aliran air mengecil, tengah malam yang biasanya kencang ini sama saja mengecil, mohon di tindak lanjuti min @pdamsuryasembada :folded_hands::folded_hands:;mohon informasi admin raya lontar pintu keluar ptc alir air kecil malam kencang kecil mohon tindak lanjut admin;Air Tidak Mengalir;Netral;0
DHD-TmYPOhZ;Luar biasa :clapping_hands:salam dari Makassar;salam makassar;Lainnya;Netral;0
DHD-TmYPOhZ;Air pakuwon sby barat kecil lagi;air pakuwon surabaya barat kecil;Air Tidak Mengalir;Netral;0
DHDjEXfvJbe;Luar biasa...indahnya berbagi;biasa indah bagi;Lainnya;Netral;0
DHDjEXfvJbe;Abah aripin;abah aripin;Lainnya;Netral;0
DHDjEXfvJbe;:red_heart::red_heart::red_heart: salam kenal Travel Pijat keseleo kecetit;salam kenal travel pijat kilir kecetit;Lainnya;Netral;0
DHDjEXfvJbe;PDAM Surya sembada;pdam surya sembada;Lainnya;Netral;0
DHDctmAvZFn;Waduh dr siang air ga kluar ini ditambah ada gangguang estimasi 6 jam sisan. Bayar larang2 banyue metu sak karepe dewe;siang air ga keluar tambah ganggu estimasi jam bayar mahal air keluar mau;Harga;Negatif;-1
DHDctmAvZFn;Dari dulu optimalisasi terus;optimal;Lainnya;Netral;0
DHBNUewvlO9;Kak...minta info untuk daerah bangkingan PDAM mati ?;kak minta informasi daerah bangking pdam mati;Air Tidak Mengalir;Negatif;-1
DHBNUewvlO9;Kalau pengerjaan ganti stop kran telah selesai terlebih dahulu, baru langsung pembayaran  apa bisa?;kerja ganti stop keran selesai bayar;Meteran (Macet/Bermasalah);Netral;0
DHBNUewvlO9;Klo rembes pipa dalam apakah bisa minta tlng PDAM buat deteksi ?mohon pencerahannya;resap keluar pipa dalam pdam deteksi mohon cerah;Kebocoran;Netral;0
DHAQvCRPnjG;Mantab infonya min :clapping_hands:;mantap info admin;Lainnya;Positif;1
DHAQvCRPnjG;Di Daerah saya masih kesulitan air. Kalau mau air kita harus nampung air hujan dulu karena belum ada sambungan PDAM masuk ke rumah padahal dekat dengan kota besar bukan di pelosok desa desa. :crying_face:sudah lama seperti ini sedih nya;daerah sulit air air tampung air hujan sambung pdam masuk rumah kota bukan pelosok desa desa sedih nya;Pemasangan;Netral;0
DHAQvCRPnjG;Kuweerenn:fire::fire::fire:;keren;Lainnya;Netral;0
DHAQvCRPnjG;Bukan puasa makin mengecil cenderung tdk keluar;bukan puasa kecil cenderung tidak keluar;Air Tidak Mengalir;Netral;0
DHAQvCRPnjG;Jangan buang2 air percuma, air adalah aset kehidupan;buang air air aset;Lainnya;Netral;0
DHAQvCRPnjG;Air nya blm bisa langsung diminum .. Kpn teknologi ini diterapkan @pdamsuryasembada;air nya minum teknologi terap;Lainnya;Netral;0
DG9c3V9TbvE;Bulan puasa air malah mengecil cenderung tdk keluar daerah tambak dalam asemrowo;puasa air kecil cenderung tidak keluar daerah tambak dalam asemrowo;Air Tidak Mengalir;Netral;0
DG9c3V9TbvE;Pengajuan selalu diundur2 kayabundur2 dari 2024 sampai sekarang blm jelas kendala apanjuga ndak ada info sampai apk cis sdh dihapus;aju undur kendala apa juga tidak informasi aplikasi cis hapus;Pelayanan;Netral;0
DG9c3V9TbvE;2025 masih belom merata pemasangan pipa PDAM di tempat depan persil gudang.. tolong agar bisa segera dilakukan pemasangan pipa induk PDAM bapak @ericahyadi_ @cakj1;rata pasang pipa pdam persil gudang pasang pipa induk pdam;Pemasangan;Netral;0
DG7iaIrv7g2;@pdamsuryasembada_ tlg d respon;respon;Pelayanan;Netral;0
DG5o0bYPl3m;Editornya ky Hujan di bulan Juni :clapping_hands::smiling_face_with_heart-eyes:;editor hujan;Lainnya;Netral;0
DG5o0bYPl3m;luar biasa edukasinya:fire:;edukasi;Lainnya;Netral;0
DG5o0bYPl3m;Semoga bisa meningkatkan kualitas air nya, bukan sekedar edukasi aja ke masyarakat, jadi kita gak harus laporan tiap bulan perihal air keruh.. Mohon jadi perhatiannya. Terima kasih;moga kualitas air nya bukan edukasi masyarakat tidak lapor air keruh mohon perhati terima kasih;Air Kotor/Bau;Netral;0
DG5o0bYPl3m;Teruskah berbenah, teruslah membaik, teruslah menjadi unggulan :fire::fire:;terus benah terus baik terus unggul;Lainnya;Positif;1
DG5o0bYPl3m;Min di daerah jojoran rumah saya ko keluar nyaa kecil ya min masa nunggu malem hari baru bisa naik ke dalem rumah air nya min;admin daerah jojoran rumah keluar nya kecil admin tunggu malam dalam rumah air nya admin;Air Tidak Mengalir;Netral;0
DG5o0bYPl3m;Kecewa banget sama pdam;kecewa pdam;Lainnya;Negatif;-1
DG5o0bYPl3m;Terima kasih PDAM Surya Sembada Surabaya kami di daerah Karah  bisa menikmati air yang bersih dari  pada dulu pakai air sumur banyak menimbulkan masalah.;terima kasih pdam surya sembada surabaya daerah karah nikmat air bersih pakai air sumur timbul;Lainnya;Positif;1
DG2-SwkTIGZ;karang menjangan juga min minta tolong airnya ga keluar;karang menjangan admin air ga keluar;Air Tidak Mengalir;Netral;0
DG2-SwkTIGZ;Sampai sekarang d daerah Tales masih mati...mohon perhatiannya;daerah tales mati mohon perhati;Air Tidak Mengalir;Negatif;-1
DG2-SwkTIGZ;karangan wiyung hari ini 7 maret gak keluar,,tapi tetangga kanan kiri air nya normal;karang wiyung maret tidak keluar tapi tetangga kanan kiri air nya normal;Air Tidak Mengalir;Netral;0
DG2mO-zvQQ9;Sudah saya DM ya min @pdamsuryasembada;pesan admin;Lainnya;Netral;0
DG2mO-zvQQ9;Sudah 2025 tapi pipa induk belom masuk sepenuh nya di gunung anyar tambak IV (modern barat) :crying_face:@pdamsuryasembada @ericahyadi_ @cakj1;pipa induk masuk penuh nya gunung anyar tambak iv modern barat;Lainnya;Netral;0
DG2mO-zvQQ9;bendul bayune mati,lekkk @pdamsuryasembada;bendul air mati;Air Tidak Mengalir;Negatif;-1
DG1_UYvvw4r;min kawasan kampung seng nyala airnya malam terus. mohon di cek.;admin kawasan kampung air malam mohon cek;Lainnya;Netral;0
DGz3lzlveb1;Mohon maaf, bisa tolong dibantu untuk menindaklanjuti laporan saya tentang air keruh di daerah Ngagel Jaya Selatan. Tgl 26 Februari saya sudah lapor via WA dan tgl 4 Maret saya lapor lagi via WA. Mohon jadi perhatian ya untuk kualitas air, karena kamu gunakan untuk kebutuhan sehari-hari. Terima kasih :clapping_hands_light_skin_tone:;mohon maaf bantu menindaklanjuti lapor air keruh daerah ngagel jaya selatan tanggal februari lapor via whatsapp tanggal maret lapor via whatsapp mohon perhati kualitas air guna butuh hari terima kasih;Air Kotor/Bau;Netral;0
DGz3lzlveb1;Menyala :fire:;nyala;Lainnya;Netral;0
DGz3lzlveb1;Emang kalau mau pasang baru kena biaya berapa min;pasang kena biaya admin;Pemasangan;Netral;0
DGz3lzlveb1;Min, klo pasang baru pdam. Untuk tempat usaha kontrak gitu, harus ada surat tanahnya?;admin pasang pdam usaha kontrak surat tanah;Pemasangan;Netral;0
DGz3lzlveb1;Min,, sahur-sahur kok air di manukan di matiin sih? Apa ada perbaikan yaa? @pdamsuryasembada;admin sahur sahur air manuk mati sih baik;Lainnya;Netral;0
DGxUyZ-voIy;Masih kurang berapa lama lagi min ?;admin;Lainnya;Netral;0
DGxUyZ-voIy;Kenapa mendadak selalu sih....;dadak sih;Lainnya;Netral;0
DGxUyZ-voIy;Daerah Wisma Pagesangan kok jadi ikutan mati airnya, kenapa selalu begini sih @pdamsuryasembada, capek banget sayaa;daerah wisma pagesangan mati air sih capek;Lainnya;Negatif;-1
DGu2hX1Pzqs;kmrn depan rumah pdam bocor iseng ke pengaduan di aplikasi saya kira bakal datang 3 harian.. lho gak taunya langsung gercep.. hari itu juga datang.. good job..;rumah pdam bocor adu aplikasi kira hari loh tidak tahu nya gerak cepat good job;Kebocoran;Netral;0
DGrrfRXPNh9;min tlg d cek,q mau byr tagihan ini tp koq GK bisa kluar tagihan nya,katanya pembayaran periode 1 mulai tgl 1-15,lah skrg msh tgl 14 koq GK bisa kluar tagihan nya,tlp ke cs malah d suruh byr tgl 16 saja sekalian byr tagihan bulan selanjutnya;admin cek aku bayar tagih ga keluar tagih nyakatanya bayar periode tanggal tanggal ga keluar tagih telepon layan langgan suruh bayar tanggal bayar tagih;Harga;Netral;0
DGrrfRXPNh9;Ijin bertanya admin bukaan atau tutupan itu apa?;ijin admin buka tutup;Lainnya;Netral;0
DGpnXY6vHSI;"air diarea tegalsari udh 4hari ini kenapa keruh terus"" an ya? ada perbaikan atau apa?";air area tegalsari keruh an baik;Air Kotor/Bau;Netral;0
DGpnXY6vHSI;Ok thanxs;ok terima kasih;Lainnya;Positif;1
DGpnXY6vHSI;Air di graha sampurna, wiyung? Mati? Ga ada info?;air graha sampurna wiyung mati ga informasi;Air Tidak Mengalir;Negatif;-1
DGo6xcJztU0;Pdam emang tarifnya naik kah? Kok ini saya cuma 2 keluarga pemakai habisnya 600rban..:crying_face::crying_face:;pdam tarif keluarga pakai habis ribu an;Harga;Netral;0
DGo6xcJztU0;Kelurahan Medokan Ayu apa termasuk min?;lurah medok cantik admin;Lainnya;Netral;0
DGo6xcJztU0;Kmren sy tolak krn surat pemberitahuan tidak ada tlg proses pergantianny pelanggan di info dulu surat resmi jgn lgsung ada orang datang kerumah rawan penipuan & perampokan;tolak surat pemberitahuan tidak proses ganti langgan informasi surat resmi ke rumah rawan tipu maling;Pelayanan;Netral;0
DGo6xcJztU0;air saya udah bbrp hari ini bau kaporit bgt knp ya??;air bau kaporit banget;Air Kotor/Bau;Negatif;-1
DGo6xcJztU0;"Kemarin sudah diganti, setahun uda 2x .. bapak"" yang catat meteran gercep .. tau mati langsung laporan yang punya rumah, bahwa meteran matii .. gak kayak PLN, meteran mati sudah bertahun"" ( saya kontrak baru 1 tahun ).. jadi tiap bulan ak bayar cuma abonemen aja, mana tau saya kalau meterran rusak .. ehh ndilalah kmrn yang catat meteran ganti orang, langsung d report kalau meteran matiii .. dan alhasil saya membayar tagihan 6 bulan ke belakang.. total 1,2 jutaa ..";ganti tahun uda x catat meter gerak cepat mati lapor rumah meter mati tidak kayak pln meter mati tahun kontrak bayar abonemen meter rusak catat meter ganti report meter mati alhasil bayar tagih belakang total juta;Meteran (Macet/Bermasalah);Negatif;-1
DGo6xcJztU0;sememi kapan pak?;mem;Lainnya;Netral;0
DGo6xcJztU0;Punya saya abis ganti meteran baru malah abis banyak :loudly_crying_face::loudly_crying_face::loudly_crying_face:;habis ganti meter habis;Meteran (Macet/Bermasalah);Netral;0
DGo6xcJztU0;mbayar tdk ?;bayar tidak;Harga;Netral;0
DGo6xcJztU0;Kapan peremajaan kwalitas air broo..??? Bertahun thn kwaliatas air gk pernah stabil & lbh sering keruh;remaja kualitas air kawan tahun kualitas air ga stabil keruh;Air Kotor/Bau;Negatif;-1
DGo6xcJztU0;benar gratis ya min, soalnya dulu saya pernah tanya klau ganti meteran air ada biaya;benar gratis admin ganti meter air biaya;Harga;Netral;0
DGo6xcJztU0;ini kenapa kualitas jelek banget sih beberapa bulan ini...kadang keluar putih kayak kecampuran susu...kirain mah anak main sabun di dalam bak..eh ternyata kualitas airnya....trz kalo di buat mandi knpa malah jd gatal2...dan beberapa hari ini keruh banget..sampe aq kasih kaos kaki keran nya..:crying_face::crying_face::crying_face: dan setelah di cuci kaos kakinya blm ada 3 hari..kotor buanget...apa di semua wilayah ya??;kualitas jelek sih ini kadang keluar putih kayak campur mah anak main sabun dalam bak kualitas air mandi gatal dan keruh sekali sampai kasih kaos kaki keran nya cuci kaos kaki beberapa hari kotor sekali apa wilayah;Air Kotor/Bau;Negatif;-1
DGo6xcJztU0;Kaca meter air rumah saya mengembun dan buram, harus melakukan pengajuan penggantian dl atau bagaimana min ?;kaca meter air rumah embun buram laku aju ganti dl admin;Meteran (Macet/Bermasalah);Netral;0
DGo6xcJztU0;Bubutan bisa kah?;bubut;Lainnya;Netral;0
DGo6xcJztU0;@kholifiaworo iki lo yo g ada surat menyurat perijinan dr RT ? Tiba tiba dateng aja ke rumah;ga surat surat izin rumah;Lainnya;Netral;0
DGo6xcJztU0;Punya saya meteran mati, sudah TTD di aplikasi petugas sampai skrg gak ada lanjutan min;meter mati tanda tangan aplikasi tugas tidak lanjut admin;Meteran (Macet/Bermasalah);Negatif;-1
DGo6xcJztU0;Semenjak meteran rumah saya di ganti sekarang air di rumah saya Ndak menyala;semenjak meter rumah ganti air rumah tidak nyala;Meteran (Macet/Bermasalah);Netral;0
DGo6xcJztU0;Pak,,klu mau meninggikan meteran bayar nggak ya? Soalnya letaknya ada dibawah sekali dan sangat menyusahkan petugas klu mau cek meteran;pak kalau tinggi meter bayar tidak letak bawah susah tugas klu cek meter;Meteran (Macet/Bermasalah);Netral;0
DGo6xcJztU0;free kah min ??;gratis admin;Harga;Netral;0
DGo6xcJztU0;Byk yg protes kl stlh diganti meteran maka tagihannya sdh naik tajam padahal org nya ya sama persis bertahun2, bener ya?;protes ganti meter maka tagih tajam nya persis tahun benar;Lainnya;Netral;0
DGo6xcJztU0;Sya SBY barat PK kok blm d gnti ya;surabaya barat ganti;Lainnya;Netral;0
DGo6xcJztU0;Bila memang PDAM punya program penggantian meter mohon khususnya seluruh pelanggan mendapat informasi terkait hal itu bisa lewat lurah setempat agar disampaikan ke RT / RW untuk diteruskan ke warga masyarakat;memang pdam program ganti meter mohon langgan informasi kait lurah sampai rw terus warga masyarakat;Lainnya;Netral;0
DGo6xcJztU0;Wah untuk pergantian krannya ngk gratis ya min :grinning_face_with_sweat:;ganti keran nya ngga gratis admin;Harga;Netral;0
DGo6xcJztU0;Kelurahan pacarkembang kapan ya min?;lurah pacarkembang admin;Lainnya;Netral;0
DGo6xcJztU0;Kendangsari g termasuk min?;kendangsari ga admin;Lainnya;Netral;0
DGo6xcJztU0;Wes sebulan lebih cuma di inspeksi saja dan belum ada tindakan lanjut(meteran air buram dan ndak muter);bulan inspeksi tindak lanjut meter air buram tidak putar;Meteran (Macet/Bermasalah);Netral;0
DGo6xcJztU0;Tempat saya meterannya kacanya SDH ngembun/gak jelas ... Kecamatan Sawahan, Kelurahan Banyuurip... Bisa ya min mengajukan penggantian?;meter kaca embun tidak camat sawah lurah banyuurip admin aju ganti;Meteran (Macet/Bermasalah);Netral;0
DGo6xcJztU0;Saya kapan hari lapor kena biaya pergantian meteran;lapor kena biaya ganti meter;Harga;Netral;0
DGo6xcJztU0;Aq juga mau dgnti meteran;ganti meter;Meteran (Macet/Bermasalah);Netral;0
DGo6xcJztU0;Kl aliran air dari PDAM kecil itu apa perlu diganti juga meteran nya ya?;alir air pdam kecil perlu ganti meter nya;Air Tidak Mengalir;Netral;0
DGo6xcJztU0;tambak wedi baru kpnkah krn meteran sdh buram;tambak wedi kapan kah meter buram;Meteran (Macet/Bermasalah);Negatif;-1
DGo6xcJztU0;Lapor meteran buram, cuma dilihat,dicatat trus belum ada tindakan lanjutan;lapor meter buram di lihat di catat tindak lanjut;Meteran (Macet/Bermasalah);Netral;0
DGo6xcJztU0;Gunung anyar belom ya min;gunung anyar admin;Lainnya;Netral;0
DGo6xcJztU0;Lokasi ketintang dong min;lokasi ketintang admin;Lainnya;Netral;0
DGo6xcJztU0;Air pdam saya bulan januari msh puluhan dan kaget penbayaran bulan februari jd ratusan. Padahall rmh jarang ditempati kok jd nya ratusan.;air pdam januari puluh kaget bayar februari ratus rumah jarang tempat nya ratus;Lainnya;Netral;0
DGo6xcJztU0;Pakis gunung nunggu giliran area sawahan;pakis gunung tunggu gilir area sawah;Lainnya;Netral;0
DGo6xcJztU0;kok onk ae;aja;Lainnya;Netral;0
DGmkEJ0Shq8;Mantab:clapping_hands::clapping_hands::clapping_hands:;mantap;Lainnya;Positif;1
DGmkEJ0Shq8;Mantab min. Lanjutkan;mantap admin lanjut;Lainnya;Positif;1
DGmW0kySP2b;Kak kalau hanya gak bisa di putar karna terlalu sering terkena air hujan gitu apa perlu diganti juga?;kakak tidak putar kena air hujan perlu ganti;Lainnya;Netral;0
DGmW0kySP2b;Kalau pengerjaan ganti stop kran telah selesai terlebih dahulu, baru langsung pembayaran apa bisa?;kerja ganti stop keran selesai bayar;Meteran (Macet/Bermasalah);Netral;0
DGmW0kySP2b;Kalo stop kran dekat meteran rusak (bocor atau patah), itu tanggungan siapa ya min ?;stop keran meter rusak bocor patah tanggung admin;Meteran (Macet/Bermasalah);Negatif;-1
DGmW0kySP2b;setelah melakukan pembayaran, petugas profesionalnya apakah bisa langsung datang di hari yg sama?;laku bayar tugas profesional;Harga;Netral;0
DGkPIvcvtCI;Pelayanan terbaik;layan baik;Pelayanan;Positif;1
DGkPIvcvtCI;Terima kasih perbaikan gerak cepat :raising_hands:;terima kasih baik gerak cepat;Lainnya;Positif;1
DGkPIvcvtCI;Permisi admin mau tanya.. Hari ini ada petugas pdam yg datang dan bilang kalau ada program dri pdam untuk meteran yang sudah 5 tahun akan di ganti baru secara gratis, apa itu benar ya min?;permisi admin tugas pdam bilang program pdam meter ganti gratis benar admin;Harga;Netral;0
DGkPIvcvtCI;Oke ACC;oke tuju;Lainnya;Netral;0
DGjomxtTHm8;Pelayanan baik, kebocoran cepat teratasi;layan bocor cepat atas;Kebocoran;Netral;0
DGjomxtTHm8;Pelayanan cepat dan mantab;layan cepat mantap;Pelayanan;Positif;1
DGjomxtTHm8;Tolong dengan hormat dan teramat sangat agar  kualitas air nya di benerin? Saya tiap bulan laporan air keruh, bulan lalu coklat, bulan ini abu2.. Untuk cuci piring aja kita was2 dengan kualitas seperti ini, apalagi untuk mandi dan kumur ketika berwudhu.. Tolong jadi perhatian ya masalah kualitas air.  Terima kasih.;hormat amat kualitas air nya benerin lapor air keruh coklat abu cuci piring was kualitas mandi kumur berwudhu perhati kualitas air terima kasih;Air Kotor/Bau;Netral;0
DGiEuz9vnKr;Selamat malam admin, permisi mau tanya apakah di daerah pakis ada perbaikan? Karena air kotor banget saat dikrkuarkan jika memang ada perbaikan berapa lama karena udah 2 hari air kotor, harus nguras bak mandi terus kalau seperti ini;selamat malam admin permisi daerah pakis baik air kotor di keluar memang baik air kotor kuras bak mandi;Air Kotor/Bau;Positif;1
DGiEuz9vnKr;Air nya keruh banget min, masa gosok gigi, cuci muka, mandi dll pakai air keruh kek gtu;air nya keruh admin gosok gigi cuci muka mandi dan lain pakai air keruh;Air Kotor/Bau;Negatif;-1
DGiEuz9vnKr;17 Januari lapor air keruh coklat, tgl 20 Januari bening.. Sekarang sudah beberapa hari ini keruh abu2.. Sampai rasanya buat cuci piring saja gak layak, bagaimana ini?;januari lapor air keruh coklat tanggal januari bening keruh abu cuci piring tidak layak;Air Kotor/Bau;Negatif;-1
DGiEuz9vnKr;Selamat malam Min , maaf OOT , daerah Kupang air kotor banget Min;selamat malam admin maaf out of topic daerah kupang air kotor admin;Air Kotor/Bau;Netral;0
DGhXva7v5Hh;Sudah 2minggu lebih air didaerah jambangan mengicil. Sudah lapor bolak balik belum ada petugas yg datang buat mengecek.;air daerah jambang kecil lapor kali kali tugas cek;Air Tidak Mengalir;Netral;0
DGfzWbivqgy;Min daerah semampir utara air mati kah?;admin daerah mampir utara air mati;Air Tidak Mengalir;Negatif;-1
DGfLJn7v9ir;Mohon di bantu wilayah jagir sidomukti airnya sangat keruh hari ini :folded_hands:;mohon bantu wilayah jagir sidomukti air keruh;Air Kotor/Bau;Negatif;-1
DGfLJn7v9ir;Mantap;mantap;Lainnya;Positif;1
DGe2WlxPbvn;Tadi malam belum diperbaiki ya pdamnya air di perum ikip gunung mati dari pagi barusan keluar tapi kecil banget;malam baik pdam air perum ikip gunung mati pagi barusan keluar kecil;Air Tidak Mengalir;Netral;0
DGe2WlxPbvn;Belom selesai kah;selesai;Lainnya;Netral;0
DGe2WlxPbvn;Biasanya air di perum ikip gunung anyar lancar lancar cuma sudah 2 minggu airnya keluar kecil banget dan hanya malam saja keluarnya;air perum ikip gunung anyar lancar lancar air keluar kecil malam keluar;Air Tidak Mengalir;Netral;0
DGe2WlxPbvn;Terima kasih infonya pak... Selalu update sebelum nya:clapping_hands:;terima kasih info update nya;Lainnya;Positif;1
DGe2WlxPbvn;gunung anyar tambak apa juga terdampak yaa kok aliran air rumah juga mengecil?;gunung anyar tambak dampak alir air rumah kecil;Air Tidak Mengalir;Netral;0
DGe2WlxPbvn;Hasilnya gimana, min @pdamsuryasembada ??;hasil admin;Lainnya;Netral;0
DGcY2FIPTcc;min. daerah sidodadi ada pipa besar bocor. mohon di cek..;admin daerah sidodadi pipa bocor mohon cek;Kebocoran;Negatif;-1
DGZ7MuDvXk3;Min. Ini pdam saya mati sekitar tgl segini. Saya call pdam sby .. ada.petugas datang. Tapi petugas bersikeras tekanan. Jadi harus langsung pompa. Ga bisa melalui tandon. Padahal kanan kiri bisa. Dan di depan ada galian pipa hitam baru yang sambung dalam.sedangkan saya belum. Ini gimana ya? Nanti call pdam tetap petugasnya itu lagi dan ybs tidak ada solusi lain selain bypas pompa. Tidak adakah petugas lain yang bisa bantu ya untuk case ini?;admin pdam mati tanggal gin call pdam surabaya ada tugas tugas sikeras tekan pompa ga tandon kanan kiri gali pipa hitam sambung dalam sedang call pdam tugas yang sangkut tidak solusi bypas pompa tidak ada tugas bantu kasus;Pemasangan;Negatif;-1
DGZYtHQz-lx;Pindah meter ini utk ke kanan/kiri/depan/belakang? Selama itu kurang dari 3 Meter kah?;pindah meter kanan kiri depan belakang meter;Meteran (Macet/Bermasalah);Netral;0
