comment_text,true_sentiment,type
Alfamart apakah gaada diskon ka? Jarang ad indomaret d sini,Netral,Pertanyaan
Tokopedia tdk ada promo,Netral,Pertanyaan
"Kalau airnya gak nyala sama sekali apa harus mbayar, krna pelaporan berkali2 tidak ada teknisi yg datang kerumah bagimana ini @pdamsuryasembada_",Negatif,Pernyataan
:red_heart::red_heart::red_heart:,Netral,Pernyataan
Mati urip ngramut kali suroboyo:fire:,Netral,Pernyataan
"Halo admin pdam Surabaya, saya kirim keluhan di 25 april 2025. Sampai hari ini belum ada tindak lanjutnya. Mohon di cek DM nya dong kak min.",Negatif,Pernyataan
Makin berkelas,Positif,Pernyataan
"Min, sy pengaduan ganti meteran hingga 14 hari kerja tapi blm ada tanggapan",Negatif,Pernyataan
Siwalankerto kok mati ya airnya?,Negatif,Pernyataan
Daerah panjangjiwo kok mati ya kak?,Negatif,Pertanyaan
:red_heart:,Netral,Pernyataan
Semangat......,Negatif,Pernyataan
Semangat Rekan2..Semoga Sukses selalu ..,Positif,Pernyataan
Pak sun:raising_hands:,Netral,Pernyataan
"Ini daerah kenjeran juga siang gak keluar min , malem baru keluar udah hampir seminggu",Negatif,Pernyataan
"pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih",Negatif,Pernyataan
"Pak maaf mau tanya,,",Netral,Pertanyaan
Meteran air di rumah sya kol g ada ya yg buat liat hbs brp meternya itu,Netral,Pertanyaan
:clapping_hands::clapping_hands::clapping_hands:,Netral,Pernyataan
mantap:clapping_hands_light_skin_tone:,Positif,Pernyataan
:clapping_hands:,Netral,Pernyataan
"Halo min dm saya sudah ditanggapi tapi ga ada action sama sekali dari pihak pdam , udah dr hari sabtu smpe skrng...",Negatif,Pernyataan
Min tolong dikurangi dong kapuritnya di daerah Rungkut tengah airnya bau kaporit mau buat masak malah harus beli isi ulang tolong ya min untuk ditindak lanjuti :folded_hands:,Negatif,Pernyataan
Alhmdulillah selamat :clapping_hands:,Positif,Pernyataan
:clapping_hands:,Netral,Pernyataan
Alhamdulillah :red_heart::red_heart::red_heart:,Positif,Pernyataan
Sukses terus Surya Sembada,Positif,Pernyataan
Selamat PDAM Surya Sembada Kota Surabaya :fire:,Positif,Pernyataan
Tolong d cek area Jemurwonosari pak air kotor .pagi siang malam mati .jam 5 pagi sudah tidak keluar .siang juga kelaur dikit itupun jam10 an .malam jam7 baru keluar itu juga dikit,Negatif,Pernyataan
Whattt???,Netral,Pertanyaan
TOLONG BU @y4n_tweet SURUH @glen_probity SURUH BAYAR HUTANGNYA… BURONAN PINJOL TU DIA,Negatif,Pertanyaan
Tekanan air di daerah dukuh pakis masih kecil min,Negatif,Pernyataan
"Halo kak min, dm saya belum ditanggapi nih. Mohon ditanggapi",Negatif,Pernyataan
Semangat tukang ledeng :clapping_hands:,Netral,Pernyataan
"Alhamdulillah... mantab... Di pengumuman estimasi pekerjaan 6 jam, dapat selesai dalam waktu 2 jam... Mantap semangat all team tukang ledeng Suroboyo Perumda Air Minum Surya Sembada Surabaya :red_heart: :fire::fire:",Positif,Pernyataan
:hundred_points::hand_with_index_finger_and_thumb_crossed::thumbs_up:,Netral,Pernyataan
Mantap :thumbs_up: :thumbs_up::thumbs_up:,Positif,Pernyataan
Mulyo indah grup :raising_hands:,Positif,Pernyataan
Perencanaan yg efektif dan kolaboratif adalah kunci sukses. Good Job Gaess! Semoga dapat memberikan pelayanan yang terbaik unt pelanggan kita yg tercinta :red_heart::red_heart::red_heart:,Positif,Pernyataan
Semangat pulll.. PDAM,Positif,Pernyataan
Selamat dan tetap semangat mbak cantik dan mas ² nya sehat sehat selalu,Positif,Pernyataan
"Halo kak admin, dm saya mohon diberikan tanggapan. Terimakasih",Negatif,Pernyataan
Harusnya daerah Kenjeran Babatan Pantai jgn ikutan kena dampaknya dong sampai dimatikan seharian airnya,Negatif,Pernyataan
Kok di gubeng masih ngga nyala ya dri tadi malam,Negatif,Pernyataan
PDAM tolong baca DM saya,Negatif,Pernyataan
Halo kak adminnn. Dm saya tolong di berikan tanggapan ya:folded_hands_light_skin_tone:,Negatif,Pernyataan
"Astaga beberapa hari ini saya mengangsu air lho gara2 air ngga bisa naik,sementara air di luar keluar. SAMPAI KAPAN?!. Apa daerah Residen sudirman ikut ngagel y? :face_with_raised_eyebrow::hot_face::face_with_steam_from_nose::crying_face:",Negatif,Pernyataan
"Min @pdamsuryasembada babatan labansari mulyorejo air ga mengalir min, gimana ini ?",Negatif,Pernyataan
@dul.jalil  acara opo iki,Netral,Pertanyaan
Terimakasih atas informasinya Salam kompak dari Komunitas Informasi Masyarakat kelurahan Pucang Sewu mitra kerja Dinas informasi dan komunikasi Kota Surabaya.,Positif,Pernyataan
Kog ayuuuu pean mbaak .... Pean dadi opo nuk PDAM....,Positif,Pernyataan
untuk area sidotopo apakah ada gangguan kok hampir tiap hari air tidak lancar kadang ngalir kadang mati seharian?,Negatif,Pernyataan
:red_heart:,Netral,Pernyataan
Min knp sekarang bayar pdam di gojek dan grab kok gak bisa,Negatif,Pertanyaan
Ttp semangat PDAM kota Surabaya :fire:,Netral,Pernyataan
udah di dm slow respon di telfon malah di alihkan,Negatif,Pernyataan
"kenapa sulit di hubungin ya pdam ini, padahal air dirumah lagi mati dari sore wk",Negatif,Pernyataan
"Tolong PDAM baca DM saya, sudah berhari2 sulit di hubungi call center nya sibuk trs",Negatif,Pernyataan
"Min, WAnya slow respon banget ya @pdamsuryasembada",Negatif,Pernyataan
Cool!! :cold_face::sweat_droplets:,Positif,Pernyataan
:fire::fire::fire:Alhamdulillah semoga dapat memberikan pelayanan yang terbaik unt masyarakat pengguna air,Positif,Pernyataan
Kak mohon banget punya saya segera di pasang soalnya buat usaha kak saya sudah melakukan pembayaran di indomaret kak bingung mau nanyak ke siapa kalo mau liat progres pemasangannya,Negatif,Pernyataan
bulak rukem timur yaopo iki min seminggu banyu e angell,Negatif,Pernyataan
"Halo selamat pagi, mohon bantuannya. Keluhan sudah saya sampaikan melalui DM. Mohon diberikan tindak lanjut. Terimakasih",Negatif,Pernyataan
"Min tadi pagi alias waktu subuh hingga jam 7 kok air di rumah ku jalan zamhuri rungkut tengah air yang keluar debit nya kok dikit amat ya, apakah lagi ada gangguan ya, saya sampek bosen tiap hari tlp pihak Cs terus, mau mandi aja harus ke kantor, ya kali kantor saya dekat. Kantor saya di gresik, rumah saya di rungkut tengah :crying_face::crying_face::crying_face:",Negatif,Pernyataan
Ya Gitu Min.. Info H-1 Sblm Air Mati :clapping_hands:,Positif,Pernyataan
min tempatku daerah kedung cowek air mati sejak tadi malam,Negatif,Pernyataan
Kalijudan GG 12 dari subuh sampai malam tidak keluar aire sama sekali bosskuhh,Negatif,Pernyataan
"Mohon infonya didaerahku simo Sidomulyo  dari hari kamis pagi dan Jumat pagi ini,  air tidak keluar.",Negatif,Pernyataan
Ini aja daerah Tapak Siring airnya masih kecil dn debitnya belum bisa naik. Duuuhhh,Negatif,Pernyataan
"Kalijudan min air macet wes 5 hari :woozy_face: bayar'e mundak banyu metu'e jam 12 bengi. isuk, awan sore MAMPET Kabeh.",Negatif,Pernyataan
"Sipp min, USAHAKAN  MATI. AIRNYA  NGGAK LAMA :hand_with_index_finger_and_thumb_crossed:",Negatif,Pernyataan
":face_with_tears_of_joy::face_with_tears_of_joy:lucu nih , saya tinggal di perum manyar jaya , dari tahun kemarin semenjak pengerjaan gorong"" manyar indah manyar jaya manyar rejo ... Air saya sampai sekarang dari pagi pukul 6 pagi sampai pukul 9 MALAM air mati , baru nyala pukul 21.30 malam bayangkan BERAPA BULAN SAYA MENAMPUNG AIR???? Mau protes telfon saya sdh capek :rolling_on_the_floor_laughing:. Tapi herannya kalau libur NASIONAL Air saya kok nyala lancar kayak saya dlu tinggal d sini , tetangga saya 30 tahun tinggal disini tidak menggunakan tandon tidak ada maslah!! Semenjak skg kok air jadi buruk jelek sekali tolong diperbaiki ya pdam :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: @pdamsuryasembada @pdamsuryasembada",Negatif,Pernyataan
@pdamsuryasembada daerah sidotopo apakah memang tidak mengalir air? sudah 3 hari hidup tanpa air soalnya!,Negatif,Pernyataan
@pdamsuryasembada d daera mulyorejoo dri jaman ada galian sampai galian selesaaiii tetap aja airr sulitt.... pas hari raya air nya kok lancar jayaaa:fire:,Negatif,Pernyataan
"Saya minta kepada pihak @pdamsuryasembada untuk melakukan rencana pemikiran yang matang agar aliran air di wilayah Kelurahan Airlangga teraliri dengan lancar semua dan tanpa diskriminasi, hal ini berdampak kost""an di wilayah tersebut @pdamsuryasembada",Negatif,Pernyataan
@pdamsuryasembada ini daerah Kenjeran kenapa air ga keluar seharian?,Negatif,Pernyataan
"Siang @pdamsuryasembada sy tinggal di bulak rukem timur, air di daerah sy debitnya kecil cenderung tdk keluar, sy sdh pernah lapor bebetapa kali & sdh di datangi, tp tetap saja tdk lancar, pernah sy tny kenapa, ktnya ada galian, minggu kemarin memang ada keluar 1 hr saja selanjunya mengecil lagi & airnya sangat keruh",Negatif,Pernyataan
"Pertanyaan buat PDAM, saya mau tanyak setiap pembayaran bulanan kenapa kok ada retribusi. Padahal di kampung pakek retribusi dan saya pernah pengaduan online kalau retribusi udh ketentuan DLH. Emang harus Retribusi di kampung kena 11rb, ini bukan masalah angka kecil bayangin satu rumah kena 11rb per kampung ad brp rumah udh dpt brp sebanyak gitu :face_with_tears_of_joy:",Negatif,Pernyataan
Berapa hari perubahannya?,Netral,Pertanyaan
Kalau surat tanah nya masih jadi 1 atas nama orang tua bagaimana,Netral,Pertanyaan
@pdamsuryasembada mntk tolong penjelasan nya ya pak :face_with_tears_of_joy:,Netral,Pertanyaan
Kenapa wilayah Dukuh Kupang air nya mengalir terlalu kecil ...bahkan ada yg tdk kluar pak,Negatif,Pertanyaan
"Kenapaa daerah simolangit  air nya mengalir terlalu kecil,bahkan G keluar.. Sia2 dong bayar PDAM",Negatif,Pernyataan
"Pipa bocor dimana,dampaknya semua. Daerah Tapak Siring sejak kemarin debit kecil. Saya harus mengangsu dari luar. Sukanya kasi kerjaan orang saja !!!",Negatif,Pernyataan
Tolong @pdamsuryasembada rumah saya sudah 4hari ini tiap pagi mati airnya. Nyala cmn malam aja jam. Biasanya gapernah gini. Dan di daerah rumah saga cmn rumah saya aja yg begitu. Gangguan airnya. Tolong info penjelasannya dan solusinya.,Negatif,Pernyataan
:clapping_hands:,Netral,Pernyataan
:clapping_hands:,Netral,Pernyataan
Kak pam nya udah ada sistem prabayar kak?,Netral,Pertanyaan
"Harus nya di tambah aplikasi info gangguan dari pdam sendiri seperti ada galian dsbynya jdi aplikasi nya kurang, aplikasi info gangguan penting bagi pelanggan, bukan begitu cak :face_with_tears_of_joy:",Netral,Pernyataan
"Di aplikasi terlalu ribet untuk menyampaikan keluhan,napa harus upload lg ktp,dena rmh,& bla...bla..bla...,bukannya kita memasukkan nopel aja data kt sudah terbaca,lagian keluhan kok dibatasi ... Aneh,dan 1 lagi saya keberatan dgn adanya admint tt yg gak masuk akal mengalahkan tunggakan saya 3 bulan blm bayar,dan tentang admin tt kok gak ada ya di google,webnya pdam dan lainnya,lalu angka admint tt di dapat darimana sehinggal muncul nominal segitu ????",Negatif,Pernyataan
Mohon info kalau pengaduan karena kena pinalty kemana,Netral,Pertanyaan
Keren bgt :clapping_hands::clapping_hands::fire::fire:,Positif,Pernyataan
:clapping_hands::clapping_hands::clapping_hands:,Netral,Pernyataan
Kerennn,Positif,Pernyataan
Air didaerah saya khususnya dukuh pakis kecil sekali bahkan sering tidak mengalir tlng ditinjau,Negatif,Pernyataan
Halo daerah jl Tapak Siring debit airnya mengecil . Shg tidak bisa naik.,Negatif,Pernyataan
"Pak tolong disosialisasikan sebenarnya visi dan misi PDAM itu apa,coba cek target tahun 2025 apa, kalau saya sebagai warga Surabaya punya harapan, PDAM bisa menyala 24 jam tanpa pompa air dan sampai lantai 2 untuk seluruh warga Surabaya,jangan seperti skrng, perumahan digunung anyar bisa nyala 24 tanpa pompa air, sementara disetro baru Utara 1 tetap harus pake pompa air, padahal kita tahu dari dulu kecamatan Tambaksari adalah kawasan yang memiliki kemiskinan paling tinggi, kalau mau bantu ya dulukan jangan perumahan2 yg besar2 yg malah didahulukan...kapan PDAM bisa memenuhi target itu, saya siap membantu menganalisa tanpa dibayar,tolong hubungi saya di 085105106804,terima kasih",Netral,Pernyataan
Selamat hari bumi:globe_showing_Europe-Africa:,Positif,Pernyataan
:red_heart:,Netral,Pernyataan
Health talk ini kemarin khusus wanita ya min?,Netral,Pertanyaan
Keren bgt Srikandi Surya Sembada :smiling_face_with_heart-eyes::clapping_hands:,Positif,Pernyataan
Menyala sista @denikurniawatii :fire::fire::fire:,Netral,Pernyataan
mantap srikandi pdam surabaya:red_heart:,Positif,Pernyataan
"keren bu deni, pak sugeng:fire::fire::fire:",Positif,Pernyataan
Selamat hari Kartini :smiling_face_with_open_hands:,Netral,Pernyataan
My deepest admiration for all my Kartinis out there :hand_with_index_finger_and_thumb_crossed::fire::fire::fire:,Netral,Pernyataan
Terbaik ancene @denikurniawatii :fire:,Positif,Pernyataan
:red_heart::red_heart::red_heart:,Netral,Pernyataan
Terima kasih :folded_hands:,Netral,Pernyataan
Apakah Gunung Anyar termasuk?,Netral,Pertanyaan
@indahkusumasari,Netral,Pernyataan
:red_heart::red_heart::red_heart:,Netral,Pernyataan
call centre ngak bisa di telp?,Netral,Pertanyaan
Semangat!! :fire::clapping_hands:,Netral,Pernyataan
:fire::fire::fire:,Netral,Pernyataan
semangat terus mimin buat kontennya:smiling_face_with_heart-eyes::fire:,Netral,Pernyataan
Kalilom Lor indah DELIMA 3hari ini (mli selasa 15 april)mli pukul 06.00-09.00 baru mengalir airnya,Negatif,Pernyataan
Sampe jam berapa ya,Netral,Pertanyaan
Sampe berapa jam ini pemadaman nya?,Netral,Pertanyaan
"Sampai hari ini sabtu tgl 19 , air di daerah manukan mati tidak menyala.  Klu pun nyala hanya kecil banget, banyakan matinya. Kapan ini nyala normal kembali. Tolong di pantau daerah manukan belum normal",Negatif,Pernyataan
Owh pantes kok gak keluar ini tadi nyalain air....,Negatif,Pernyataan
"Min, sambikerep mati airnya tapi gk ada pemberitahuan. pagi2 pula wktunya masak,sekolah,kerja :disappointed_face:",Negatif,Pernyataan
Telat nyimak...coba tau drtd dah Menuhin air min:pensive_face:,Negatif,Pernyataan
Semangat:fire:,Netral,Pernyataan
Sukses wong ayu sayang:smiling_face_with_heart-eyes:Humas semakin keren :red_heart::smiling_face_with_heart-eyes:,Positif,Pernyataan
Semangat....PDAM Surya Sembada Surabaya,Netral,Pernyataan
Semangat Pak,Netral,Pernyataan
"barokallah teman2, semangat sehat selalu",Netral,Pernyataan
:thumbs_up:,Positif,Pernyataan
jadi kapan nyala air nya??? bak mandi dah kosong,Negatif,Pertanyaan
Gimana per sore ini kakak?,Netral,Pertanyaan
Lama banget..,Negatif,Pernyataan
"Lek mari nggali iku di dandani seng nggenah min, isuk iki akeh korban tibo, gara² nutup mu mek nggae lemah, nggarai dalane lunyu:raising_hands:",Negatif,Pernyataan
update progres kira kira selesai hari ini ga ya,Netral,Pertanyaan
Kapan yaa seleaainya airnya loo udah gak ada samsek di rumah,Negatif,Pertanyaan
"Tlfon cs ga bisa, wa cs ga ada respon. tapi sampai skrg air blm keluarrrrrrrrr",Negatif,Pernyataan
duh gk ada air:crying_face:,Negatif,Pernyataan
Sampe sekarang masih belum nyala juga untuk area Rungkut permai :clapping_hands:,Negatif,Pernyataan
"Bu dijalan Kupang gunung barat IV,ada kebocoran pipa,sudah hampir 2 Minggu nggak ada tindakan",Negatif,Pernyataan
Air bak mandi habis ... Kapan ya selesai ?,Negatif,Pertanyaan
Sampe hari ini masih mati pdam saya di gunung anyar sawah dekat sekolah pelayaran,Negatif,Pernyataan
"Ayo semangat Pak  pekerja, airnya biar cepat keluar...",Positif,Pernyataan
Min update per sore ini gimana min? @pdamsuryasembada,Netral,Pertanyaan
Ayo kpn nyala gunung anyar,Netral,Pertanyaan
TOLONG BU @y4n_tweet SURUH @glen_probity SURUH BAYAR HUTANGNYA… BURONAN PINJOL TU DIA,Negatif,Pernyataan
"Rumah kegiatan anak yatim *Amanah ummat* (Umi Barokah)  Jl. Mastrip Warugunung  11, rt 02, rw 03, Warugunung, karangpilang, Surabaya dan uang bs dtansfer ke:  No BRI 313201008621535 a/n Nur Barokah, konfirmasi wa: 08159939953",Positif,Pernyataan
Ada forum komunikasi pelanggan @pdamsuryasembada ya min?,Netral,Pertanyaan
Sampai sekarang belum nyala airnya min.. :crying_face:,Negatif,Pertanyaan
Apa masih belum selesai minn krn belum nyala sampe sekarang:crying_face:,Negatif,Pertanyaan
Gunung anyar belum nyala min,Negatif,Pernyataan
Aku gak mandi hari ini di gunung anyar tengah mati total,Negatif,Pernyataan
Nice info! :clapping_hands:,Netral,Pernyataan
:clapping_hands:,Netral,Pernyataan
Smoga pekerjaannya cepat selesai ya min :palms_up_together:,Positif,Pernyataan
"min aku lg bangun rumah di sby utara (bukan yg kampung padat penduduk). mau masang PDAM dibilang gk bisa masuk rumahku PDAM nya. bisa masuk disuruh bayar 23JUTA. tolong bantuannya. padahal kanan kiti, bahkan kakak ku uda lama disitu ya pakek PDAM bisa.",Negatif,Pernyataan
:face_with_open_mouth:,Netral,Pernyataan
Siwalankerto gak metu banyune,Negatif,Pernyataan
"Didepan rumah ada kebocoran pipa,sampai airnya keluar terus,sudah dilaporkan diiyain aja,,terus laporan lagi Sama orang yang biasanya ngecek meteran dari rumah ke rumah,tetapi aja TDK ada tindakan udah hari ketiga setelah difoto sama orang PDAMnya sendiri tapi belum ada tindakan",Negatif,Pernyataan
Di keii nomer disuruh wa malah gak ada respon,Negatif,Pernyataan
Gak onok respone blass,Negatif,Pernyataan
Min sampai sekarang belum selesai kah? Aku daerah gununganyar airnya mati,Negatif,Pertanyaan
ijin infonya apa perbaikan di gunung anyar apa sdh normalisasi? seandainya sdh air ny koq blm lancar jg td mlm sdh keluar itupun hanya beberapa jam saja dan pagi ini sama sekali macet kita nunggu sampai kapan air bisa normal,Negatif,Pernyataan
Respone gak masuk,Negatif,Pernyataan
Gada aer,Negatif,Pernyataan
Pantes sejak kemarin airnya gk keluar sampek bingung arep adus karo ngiseng tibak e enek kebocoran,Negatif,Pernyataan
"Debit air kok mengecil di Sidosermo, cuman netes ?",Negatif,Pertanyaan
Udh bbrp hari ini lho debit air sidosermo pdk 1A kecil.. Kurasa udh 3 bulan kebelakang ini mengecil lamax tambah kecil.. Tolong donk klo laporan langsung ditindaklanjuti..,Negatif,Pernyataan
Adu Ketika lebaran air di jam 16.13 WIB itu lancar ya.  Tp skg mulai lagi. Keluarnya sedikit sekali. Debitnya mengecil. Daerah Tapak Siring.,Negatif,Pernyataan
"@pdamsuryasembada gerak cepat juga donk, mengatasi keluhan tagihan yang melonjak tiba-tiba padahal tiap pagi air pdam pasti mati tidak keluar sama sekali mulai jam 06.00 sampai 12 siang baru nyala namun itu pun kecil debitnya dan jam 15.00 mati lagi sampa",Negatif,Pernyataan
halo min di area kedurus dan sekitarnya kok airnya mati total ya? apakah ada gangguan pekerjaan?,Negatif,Pernyataan
Min kenapa udah 4harian kok air tidak bisa naek ke torn atas ya? Apakah lg ada perbaikan kayak kapan hari?,Negatif,Pernyataan
