comment_text;final_data;predicted_aspect;similarity_score
"Kemarin sudah diganti, setahun uda 2x .. bapak"" yang catat meteran gercep .. tau mati langsung laporan yang punya rumah, bahwa meteran matii .. gak kayak PLN, meteran mati sudah bertahun"" ( saya kontrak baru 1 tahun ).. jadi tiap bulan ak bayar cuma abonemen aja, mana tau saya kalau meterran rusak .. ehh ndilalah kmrn yang catat meteran ganti orang, langsung d report kalau meteran matiii .. dan alhasil saya membayar tagihan 6 bulan ke belakang.. total 1,2 jutaa ..";ganti tahun uda x catat meter gerak cepat mati lapor rumah meter mati tidak kayak pln meter mati tahun kontrak bayar abonemen meterran rusak ehh ndilalah catat meter ganti report meter mati alhasil bayar tagih belakang total jutaa;Meteran (Macet/Bermasalah);0.1429527370168134
sememi kapan pak?;mem;Air Kotor/Bau;0.0
Punya saya abis ganti meteran baru malah abis banyak :loudly_crying_face::loudly_crying_face::loudly_crying_face:;habis ganti meter habis;Meteran (Macet/Bermasalah);0.12673218379983545
mbayar tdk ?;bayar tidak;Harga;0.18876064498347014
Kapan peremajaan kwalitas air broo..??? Bertahun thn kwaliatas air gk pernah stabil & lbh sering keruh;remaja kualitas air kawan tahun kualitas air ga stabil keruh;Air Kotor/Bau;0.2901084804575917
benar gratis ya min, soalnya dulu saya pernah tanya klau ganti meteran air ada biaya;benar gratis admin klau ganti meter air biaya;Harga;0.2577408375305379
ini kenapa kualitas jelek banget sih beberapa bulan ini...kadang keluar putih kayak kecampuran susu...kirain mah anak main sabun di dalam bak..eh ternyata kualitas airnya....trz kalo di buat mandi knpa malah jd gatal2...dan beberapa hari ini keruh banget..sampe aq kasih kaos kaki keran nya..:crying_face::crying_face::crying_face: dan setelah di cuci kaos kakinya blm ada 3 hari..kotor buanget...apa di semua wilayah ya??;kualitas jelek sih ini kadang keluar putih kayak campur mah anak main sabun dalam bak kualitas air mandi gatal dan keruh sekali sampai kasih kaos kaki keran nya cuci kaos kaki beberapa hari kotor sekali apa wilayah;Air Kotor/Bau;0.1674155602126262
Kaca meter air rumah saya mengembun dan buram, harus melakukan pengajuan penggantian dl atau bagaimana min ?;kaca meter air rumah embun buram laku aju ganti dl admin;Meteran (Macet/Bermasalah);0.3371824773486146
Bubutan bisa kah?;bubut;Air Kotor/Bau;0.0
@kholifiaworo iki lo yo g ada surat menyurat perijinan dr RT ? Tiba tiba dateng aja ke rumah;ga surat surat perijinan rumah;Air Kotor/Bau;0.0
Punya saya meteran mati, sudah TTD di aplikasi petugas sampai skrg gak ada lanjutan min;meter mati ttd aplikasi tugas tidak lanjut admin;Meteran (Macet/Bermasalah);0.09021159761647785
Semenjak meteran rumah saya di ganti sekarang air di rumah saya Ndak menyala;semenjak meter rumah ganti air rumah tidak nyala;Meteran (Macet/Bermasalah);0.16157917900829585
Pak,,klu mau meninggikan meteran bayar nggak ya? Soalnya letaknya ada dibawah sekali dan sangat menyusahkan petugas klu mau cek meteran;pakklu tinggi meter bayar tidak letak bawah susah tugas klu cek meter;Meteran (Macet/Bermasalah);0.09206687765727262
free kah min ??;gratis admin;Harga;0.3151223089684437
Byk yg protes kl stlh diganti meteran maka tagihannya sdh naik tajam padahal org nya ya sama persis bertahun2, bener ya?;protes ganti meter maka tagih tajam nya persis tahun benar;Meteran (Macet/Bermasalah);0.087211433473585
Sya SBY barat PK kok blm d gnti ya;surabaya barat ganti;Meteran (Macet/Bermasalah);0.10872925712323821
Bila memang PDAM punya program penggantian meter mohon khususnya seluruh pelanggan mendapat informasi terkait hal itu bisa lewat lurah setempat agar disampaikan ke RT / RW untuk diteruskan ke warga masyarakat;memang pdam program ganti meter mohon langgan informasi kait lurah sampai rw terus warga masyarakat;Meteran (Macet/Bermasalah);0.07632933313228132
Wah untuk pergantian krannya ngk gratis ya min :grinning_face_with_sweat:;ganti keran nya ngga gratis admin;Harga;0.1686080968726626
Kelurahan pacarkembang kapan ya min?;lurah pacarkembang admin;Air Kotor/Bau;0.0
Kendangsari g termasuk min?;kendangsari ga admin;Air Kotor/Bau;0.0
Wes sebulan lebih cuma di inspeksi saja dan belum ada tindakan lanjut(meteran air buram dan ndak muter);bulan inspeksi tindak lanjut meter air buram tidak putar;Meteran (Macet/Bermasalah);0.3380874696583108
Tempat saya meterannya kacanya SDH ngembun/gak jelas ... Kecamatan Sawahan, Kelurahan Banyuurip... Bisa ya min mengajukan penggantian?;meter kaca ngembungak camat sawah lurah banyuurip admin aju ganti;Pemasangan;0.12015890319895021
Saya kapan hari lapor kena biaya pergantian meteran;lapor kena biaya ganti meter;Meteran (Macet/Bermasalah);0.16105019713778845
Aq juga mau dgnti meteran;ganti meter;Meteran (Macet/Bermasalah);0.3020595511779264
Kl aliran air dari PDAM kecil itu apa perlu diganti juga meteran nya ya?;alir air pdam kecil perlu ganti meter nya;Air Tidak Mengalir;0.17529316078369164
tambak wedi baru kpnkah krn meteran sdh buram;tambak wedi kapan kah meter buram;Meteran (Macet/Bermasalah);0.1729756080455051
Lapor meteran buram, cuma dilihat,dicatat trus belum ada tindakan lanjutan;lapor meter buram dilihatdicatat tindak lanjut;Meteran (Macet/Bermasalah);0.20768623128986713
Gunung anyar belom ya min;gunung anyar admin;Air Kotor/Bau;0.0
Lokasi ketintang dong min;lokasi ketintang admin;Air Kotor/Bau;0.0
Air pdam saya bulan januari msh puluhan dan kaget penbayaran bulan februari jd ratusan. Padahall rmh jarang ditempati kok jd nya ratusan.;air pdam januari puluh kaget bayar februari ratus rumah jarang tempat nya ratus;Harga;0.040354069479327716
Pakis gunung nunggu giliran area sawahan;pakis gunung nunggu gilir area sawah;Air Kotor/Bau;0.0
kok onk ae;aja;Air Kotor/Bau;0.0
Mantab:clapping_hands::clapping_hands::clapping_hands:;mantap;Air Kotor/Bau;0.0
Mantab min. Lanjutkan;mantap admin lanjut;Air Kotor/Bau;0.0
Kak kalau hanya gak bisa di putar karna terlalu sering terkena air hujan gitu apa perlu diganti juga?;kak tidak putar kena air hujan perlu ganti;Meteran (Macet/Bermasalah);0.24793695761728657
Kalau pengerjaan ganti stop kran telah selesai terlebih dahulu, baru langsung pembayaran apa bisa?;kerja ganti stop keran selesai bayar;Meteran (Macet/Bermasalah);0.07813595647825732
Kalo stop kran dekat meteran rusak (bocor atau patah), itu tanggungan siapa ya min ?;stop keran meter rusak bocor patah tanggung admin;Meteran (Macet/Bermasalah);0.22402202178737657
setelah melakukan pembayaran, petugas profesionalnya apakah bisa langsung datang di hari yg sama?;laku bayar tugas profesional;Harga;0.08543626697016711
Pelayanan terbaik;layan baik;Air Kotor/Bau;0.0
Terima kasih perbaikan gerak cepat :raising_hands:;terima kasih baik gerak cepat;Air Kotor/Bau;0.0
Permisi admin mau tanya.. Hari ini ada petugas pdam yg datang dan bilang kalau ada program dri pdam untuk meteran yang sudah 5 tahun akan di ganti baru secara gratis, apa itu benar ya min?;permisi admin tugas pdam bilang program pdam meter ganti gratis benar admin;Harga;0.11316826778263939
Oke ACC;oke tuju;Air Kotor/Bau;0.0
Pelayanan baik, kebocoran cepat teratasi;layan bocor cepat atas;Kebocoran;0.17148081282643068
Pelayanan cepat dan mantab;layan cepat mantap;Air Kotor/Bau;0.0
Tolong dengan hormat dan teramat sangat agar  kualitas air nya di benerin? Saya tiap bulan laporan air keruh, bulan lalu coklat, bulan ini abu2.. Untuk cuci piring aja kita was2 dengan kualitas seperti ini, apalagi untuk mandi dan kumur ketika berwudhu.. Tolong jadi perhatian ya masalah kualitas air.  Terima kasih.;hormat amat kualitas air nya benerin lapor air keruh coklat abu cuci piring was kualitas mandi kumur berwudhu perhati kualitas air terima kasih;Air Kotor/Bau;0.23168399636310577
Selamat malam admin, permisi mau tanya apakah di daerah pakis ada perbaikan? Karena air kotor banget saat dikrkuarkan jika memang ada perbaikan berapa lama karena udah 2 hari air kotor, harus nguras bak mandi terus kalau seperti ini;selamat malam admin permisi daerah pakis baik air kotor dikrkuarkan memang baik air kotor nguras bak mandi;Air Kotor/Bau;0.14819915271545978
Air nya keruh banget min, masa gosok gigi, cuci muka, mandi dll pakai air keruh kek gtu;air nya keruh admin gosok gigi cuci muka mandi dan lain pakai air keruh gtu;Air Kotor/Bau;0.1161200197230663
17 Januari lapor air keruh coklat, tgl 20 Januari bening.. Sekarang sudah beberapa hari ini keruh abu2.. Sampai rasanya buat cuci piring saja gak layak, bagaimana ini?;januari lapor air keruh coklat tanggal januari bening keruh abu cuci piring tidak layak;Air Kotor/Bau;0.11160815185766929
Selamat malam Min , maaf OOT , daerah Kupang air kotor banget Min;selamat malam admin maaf out of topic daerah kupang air kotor admin;Air Kotor/Bau;0.09537614596191332
Sudah 2minggu lebih air didaerah jambangan mengicil. Sudah lapor bolak balik belum ada petugas yg datang buat mengecek.;air daerah jambang kecil lapor kali kali tugas ecek;Air Tidak Mengalir;0.05502378010619042
Min daerah semampir utara air mati kah?;admin daerah mampir utara air mati;Air Kotor/Bau;0.0
Mohon di bantu wilayah jagir sidomukti airnya sangat keruh hari ini :folded_hands:;mohon bantu wilayah jagir sidomukti air keruh;Air Kotor/Bau;0.09140240319594593
Mantap;mantap;Air Kotor/Bau;0.0
Tadi malam belum diperbaiki ya pdamnya air di perum ikip gunung mati dari pagi barusan keluar tapi kecil banget;malam baik pdamnya air perum ikip gunung mati pagi barusan keluar kecil;Air Tidak Mengalir;0.1028031686216426
Belom selesai kah;selesai;Air Kotor/Bau;0.0
Biasanya air di perum ikip gunung anyar lancar lancar cuma sudah 2 minggu airnya keluar kecil banget dan hanya malam saja keluarnya;air perum ikip gunung anyar lancar lancar air keluar kecil malam keluar;Air Tidak Mengalir;0.13899500476786736
Terima kasih infonya pak... Selalu update sebelum nya:clapping_hands:;terima kasih info update nya;Air Kotor/Bau;0.0
gunung anyar tambak apa juga terdampak yaa kok aliran air rumah juga mengecil?;gunung anyar tambak dampak alir air rumah kecil;Air Tidak Mengalir;0.2841650606870795
Hasilnya gimana, min @pdamsuryasembada ??;hasil admin;Air Kotor/Bau;0.0
min. daerah sidodadi ada pipa besar bocor. mohon di cek..;admin daerah sidodadi pipa bocor mohon cek;Kebocoran;0.3121653935084991
Min. Ini pdam saya mati sekitar tgl segini. Saya call pdam sby .. ada.petugas datang. Tapi petugas bersikeras tekanan. Jadi harus langsung pompa. Ga bisa melalui tandon. Padahal kanan kiri bisa. Dan di depan ada galian pipa hitam baru yang sambung dalam.sedangkan saya belum. Ini gimana ya? Nanti call pdam tetap petugasnya itu lagi dan ybs tidak ada solusi lain selain bypas pompa. Tidak adakah petugas lain yang bisa bantu ya untuk case ini?;admin pdam mati tanggal gin call pdam surabaya ada tugas tugas sikeras tekan pompa ga tandon kanan kiri gali pipa hitam sambung dalam sedang call pdam tugas yang sangkut tidak solusi bypas pompa tidak ada tugas bantu kasus;Pemasangan;0.07105410361520503
Pindah meter ini utk ke kanan/kiri/depan/belakang? Selama itu kurang dari 3 Meter kah?;pindah meter kanan kiri depan belakang meter;Meteran (Macet/Bermasalah);0.22921355500373408
