comment_id,comment_text,segmented_text,true_aspect,final_sentiment_label
191,"Kualitas airnya perlu dicek dan dikontrol...jangan cuman datang cek meteran saja....dan jangan cari untung saja gede perhatikan kemampuan konsumennya,....","kualitas air perlu cek kontrol . cuman datang cek meter . cari untung gede hati kemampuan konsumen , .",Pelayanan,Negatif
197,Alhamdulillah semoga menang kotaku tercinta @Surockboyo menang … aamiin :palms_up_together:,alhamdulillah moga menang kota tercinta menang aamiin,Lainnya,Positif
199,TOLONG BU @y4n_tweet si @glen_probity SURUH BAYAR HUTANG PINJOLNYA,bu si suruh bayar hutang pinjol,Lainnya,Negatif
200,Kenapa tlpn bebas pulsa suara kita tdk bs terdengar operator pdam..hola halo hola halo aja,telepon bebas pulsa suara tidak terdengar operator pdam . halo halo halo halo,Pelayanan,Positif
202,Nice info,bagus informasi,Lainnya,Netral
203,lewat aplikasi CIS ngga ada promo?,aplikasi cis tidak ada promo ?,Lainnya,Negatif
204,aku yang udah bayar duluan tgl 1 kemarin hanya bisa bersabarrrrr :slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face:,sudah bayar tanggal bersabar,Lainnya,Negatif
205,Masang PDAM itu apakah sifatnya WAJIB min,pasang pdam sifat wajib admin,Pemasangan,Netral
206,Apanya yg ada promo kak,apanya ada promo kakak,Lainnya,Negatif
207,Alfamart apakah gaada diskon ka? Jarang ad indomaret d sini,alfamart tidak ada diskon kakak ? jarang ada indomaret,Lainnya,Negatif
208,Tokopedia tdk ada promo,tokopedia tidak ada promo,Lainnya,Negatif
211,Mati urip ngramut kali suroboyo:fire:,mati hidup merawat surabaya,Air Tidak Mengalir,Negatif
212,"Halo admin pdam Surabaya, saya kirim keluhan di 25 april 2025. Sampai hari ini belum ada tindak lanjutnya. Mohon di cek DM nya dong kak min.","halo admin pdam surabaya , kirim keluhan april . sampai belum ada tindak lanjutnya . mohon cek pesan nya kakak admin .",Pelayanan,Negatif
215,Siwalankerto kok mati ya airnya?,siwalankerto mati air ?,Air Tidak Mengalir,Negatif
216,Daerah panjangjiwo kok mati ya kak?,daerah panjangjiwo mati kakak ?,Air Tidak Mengalir,Negatif
218,Semangat......,semangat .,Lainnya,Netral
219,Semangat Rekan2..Semoga Sukses selalu ..,semangat rekan . moga sukses selalu .,Lainnya,Positif
221,"Ini daerah kenjeran juga siang gak keluar min , malem baru keluar udah hampir seminggu","daerah kenjeran siang tidak keluar admin , malam baru keluar sudah hampir seminggu",Air Tidak Mengalir,Negatif
223,"Pak maaf mau tanya,,","maaf ,",Lainnya,Netral
224,Meteran air di rumah sya kol g ada ya yg buat liat hbs brp meternya itu,meter air rumah ga ada lihat habis meter,Meteran (Macet/Bermasalah),Negatif
226,mantap:clapping_hands_light_skin_tone:,mantap clapping terang,Lainnya,Positif
229,Min tolong dikurangi dong kapuritnya di daerah Rungkut tengah airnya bau kaporit mau buat masak malah harus beli isi ulang tolong ya min untuk ditindak lanjuti :folded_hands:,admin kaporitnya daerah rungkut air bau kaporit masak harus beli isi ulang admin tindak,Air Kotor/Bau,Negatif
230,Alhmdulillah selamat :clapping_hands:,alhamdulillah selamat,Lainnya,Positif
233,Sukses terus Surya Sembada,sukses surya sembada,Lainnya,Positif
234,Selamat PDAM Surya Sembada Kota Surabaya :fire:,selamat pdam surya sembada kota surabaya,Lainnya,Netral
235,Tolong d cek area Jemurwonosari pak air kotor .pagi siang malam mati .jam 5 pagi sudah tidak keluar .siang juga kelaur dikit itupun jam10 an .malam jam7 baru keluar itu juga dikit,cek area jemurwonosari air kotor . pagi siang malam mati . jam pagi sudah tidak keluar . siang keluar dikit itu pun jam . malam jam baru keluar dikit,Air Kotor/Bau,Negatif
237,TOLONG BU @y4n_tweet SURUH @glen_probity SURUH BAYAR HUTANGNYA… BURONAN PINJOL TU DIA,bu suruh suruh bayar utang buronan pinjol,Lainnya,Negatif
238,Tekanan air di daerah dukuh pakis masih kecil min,tekanan air daerah dukuh pakis kecil admin,Air Tidak Mengalir,Negatif
239,"Halo kak min, dm saya belum ditanggapi nih. Mohon ditanggapi","halo kakak admin , pesan belum ditanggapi . mohon ditanggapi",Pelayanan,Netral
240,Semangat tukang ledeng :clapping_hands:,semangat tukang pam,Lainnya,Negatif
241,"Alhamdulillah... mantab... Di pengumuman estimasi pekerjaan 6 jam, dapat selesai dalam waktu 2 jam... Mantap semangat all team tukang ledeng Suroboyo Perumda Air Minum Surya Sembada Surabaya :red_heart: :fire::fire:","alhamdulillah . mantap . pengumuman estimasi pekerjaan jam , selesai dalam jam . mantap semangat all tim tukang pam surabaya perumda air minum surya sembada surabaya",Pelayanan,Positif
242,:hundred_points::hand_with_index_finger_and_thumb_crossed::thumbs_up:,hand with index finger and thumb crossed,Lainnya,Netral
244,Mulyo indah grup :raising_hands:,mulyo indah grup,Lainnya,Negatif
245,Perencanaan yg efektif dan kolaboratif adalah kunci sukses. Good Job Gaess! Semoga dapat memberikan pelayanan yang terbaik unt pelanggan kita yg tercinta :red_heart::red_heart::red_heart:,perencanaan efektif kolaborasi kunci sukses . bagus kerja teman teman ! moga pelayanan terbaik pelanggan tercinta,Pelayanan,Positif
246,Semangat pulll.. PDAM,semangat sekali . pdam,Lainnya,Positif
247,Selamat dan tetap semangat mbak cantik dan mas ² nya sehat sehat selalu,selamat tetap semangat mbak cantik mas nya sehat sehat selalu,Lainnya,Positif
248,"Halo kak admin, dm saya mohon diberikan tanggapan. Terimakasih","halo kakak admin , pesan mohon diberikan tanggapan . terima kasih",Pelayanan,Positif
249,Harusnya daerah Kenjeran Babatan Pantai jgn ikutan kena dampaknya dong sampai dimatikan seharian airnya,harus daerah kenjeran babatan pantai kena dampak sampai mati seharian air,Air Tidak Mengalir,Negatif
250,Kok di gubeng masih ngga nyala ya dri tadi malam,gubeng tidak hidup malam,Air Tidak Mengalir,Negatif
251,PDAM tolong baca DM saya,pdam baca pesan,Pelayanan,Netral
252,Halo kak adminnn. Dm saya tolong di berikan tanggapan ya:folded_hands_light_skin_tone:,halo kakak admin . pesan berikan tanggapan terang,Pelayanan,Positif
253,"Astaga beberapa hari ini saya mengangsu air lho gara2 air ngga bisa naik,sementara air di luar keluar. SAMPAI KAPAN?!. Apa daerah Residen sudirman ikut ngagel y? :face_with_raised_eyebrow::hot_face::face_with_steam_from_nose::crying_face:","astaga mengisi air loh gara air tidak naik , air keluar . sampai kapan ? ! . daerah residen sudirman ngagel ?",Air Tidak Mengalir,Netral
254,"Min @pdamsuryasembada babatan labansari mulyorejo air ga mengalir min, gimana ini ?","admin babatan labansari mulyorejo air ga mengalir admin , ?",Air Tidak Mengalir,Netral
256,Terimakasih atas informasinya Salam kompak dari Komunitas Informasi Masyarakat kelurahan Pucang Sewu mitra kerja Dinas informasi dan komunikasi Kota Surabaya.,terima kasih informasi salam kompak komunitas informasi masyarakat kelurahan pucang sewu mitra kerja dinas informasi komunikasi kota surabaya .,Lainnya,Netral
257,Kog ayuuuu pean mbaak .... Pean dadi opo nuk PDAM....,cantik mbak . pdam .,Lainnya,Netral
258,untuk area sidotopo apakah ada gangguan kok hampir tiap hari air tidak lancar kadang ngalir kadang mati seharian?,area sidotopo ada gangguan hampir air tidak lancar kadang mengalir kadang mati seharian ?,Air Tidak Mengalir,Negatif
260,Min knp sekarang bayar pdam di gojek dan grab kok gak bisa,admin sekarang bayar pdam gojek grab tidak,Harga,Negatif
261,Ttp semangat PDAM kota Surabaya :fire:,tetap semangat pdam kota surabaya,Lainnya,Netral
262,udah di dm slow respon di telfon malah di alihkan,sudah pesan lambat respon telepon alih,Pelayanan,Negatif
264,"Tolong PDAM baca DM saya, sudah berhari2 sulit di hubungi call center nya sibuk trs","pdam baca pesan , sudah berhari sulit hubungi call center nya sibuk",Pelayanan,Netral
265,"Min, WAnya slow respon banget ya @pdamsuryasembada","admin , whatsapp lambat respon sekali",Pelayanan,Netral
266,Cool!! :cold_face::sweat_droplets:,keren !,Pelayanan,Positif
267,:fire::fire::fire:Alhamdulillah semoga dapat memberikan pelayanan yang terbaik unt masyarakat pengguna air,alhamdulillah moga pelayanan terbaik masyarakat pengguna air,Lainnya,Positif
269,bulak rukem timur yaopo iki min seminggu banyu e angell,bulak rukem timur admin seminggu air nya susah,Lainnya,Negatif
270,"Halo selamat pagi, mohon bantuannya. Keluhan sudah saya sampaikan melalui DM. Mohon diberikan tindak lanjut. Terimakasih","halo selamat pagi , mohon bantu . keluhan sudah melalui pesan . mohon diberikan tindak . terima kasih",Pelayanan,Positif
271,"Min tadi pagi alias waktu subuh hingga jam 7 kok air di rumah ku jalan zamhuri rungkut tengah air yang keluar debit nya kok dikit amat ya, apakah lagi ada gangguan ya, saya sampek bosen tiap hari tlp pihak Cs terus, mau mandi aja harus ke kantor, ya kali kantor saya dekat. Kantor saya di gresik, rumah saya di rungkut tengah :crying_face::crying_face::crying_face:","admin pagi alias subuh hingga jam air rumah ku jalan rungkut air keluar debit nya dikit , ada gangguan , sampai bosan telepon pelayanan pelanggan , mandi harus kantor , kantor . kantor gresik , rumah rungkut",Air Tidak Mengalir,Negatif
272,Ya Gitu Min.. Info H-1 Sblm Air Mati :clapping_hands:,admin . informasi air mati,Air Tidak Mengalir,Negatif
273,min tempatku daerah kedung cowek air mati sejak tadi malam,admin daerah kedung cowek air mati malam,Air Tidak Mengalir,Negatif
274,Kalijudan GG 12 dari subuh sampai malam tidak keluar aire sama sekali bosskuhh,kalijudan gang subuh sampai malam tidak keluar airnya sekali bos ku,Air Tidak Mengalir,Negatif
275,"Mohon infonya didaerahku simo Sidomulyo  dari hari kamis pagi dan Jumat pagi ini,  air tidak keluar.","mohon informasi daerah simo sidomulyo kamis pagi jumat pagi , air tidak keluar .",Air Tidak Mengalir,Netral
276,Ini aja daerah Tapak Siring airnya masih kecil dn debitnya belum bisa naik. Duuuhhh,daerah tapak siring air kecil debit belum naik . duh,Air Tidak Mengalir,Negatif
277,"Kalijudan min air macet wes 5 hari :woozy_face: bayar'e mundak banyu metu'e jam 12 bengi. isuk, awan sore MAMPET Kabeh.","kalijudan admin air macet sudah bayar nya naik air keluar nya jam malam . pagi , awan sore mampat .",Air Tidak Mengalir,Negatif
278,"Sipp min, USAHAKAN  MATI. AIRNYA  NGGAK LAMA :hand_with_index_finger_and_thumb_crossed:","sip admin , usaha mati . air tidak lama hand with index finger and thumb crossed",Air Tidak Mengalir,Negatif
281,@pdamsuryasembada d daera mulyorejoo dri jaman ada galian sampai galian selesaaiii tetap aja airr sulitt.... pas hari raya air nya kok lancar jayaaa:fire:,daerah mulyorejo jaman ada galian sampai galian selesai tetap air sulitt . pas raya air nya lancar jaya,Air Tidak Mengalir,Positif
282,"Saya minta kepada pihak @pdamsuryasembada untuk melakukan rencana pemikiran yang matang agar aliran air di wilayah Kelurahan Airlangga teraliri dengan lancar semua dan tanpa diskriminasi, hal ini berdampak kost""an di wilayah tersebut @pdamsuryasembada","melakukan rencana pemikiran matang aliran air wilayah kelurahan airlangga alir lancar diskriminasi , berdampak kos wilayah",Air Tidak Mengalir,Netral
283,@pdamsuryasembada ini daerah Kenjeran kenapa air ga keluar seharian?,daerah kenjeran air ga keluar seharian ?,Air Tidak Mengalir,Negatif
286,Berapa hari perubahannya?,perubahan ?,Lainnya,Netral
287,Kalau surat tanah nya masih jadi 1 atas nama orang tua bagaimana,surat tanah nya nama tua,Lainnya,Negatif
288,@pdamsuryasembada mntk tolong penjelasan nya ya pak :face_with_tears_of_joy:,penjelasan nya,Lainnya,Netral
289,Kenapa wilayah Dukuh Kupang air nya mengalir terlalu kecil ...bahkan ada yg tdk kluar pak,wilayah dukuh kupang air nya mengalir kecil . ada tidak keluar,Air Tidak Mengalir,Negatif
290,"Kenapaa daerah simolangit  air nya mengalir terlalu kecil,bahkan G keluar.. Sia2 dong bayar PDAM","daerah simolangit air nya mengalir kecil , ga keluar . sia bayar pdam",Air Tidak Mengalir,Negatif
291,"Pipa bocor dimana,dampaknya semua. Daerah Tapak Siring sejak kemarin debit kecil. Saya harus mengangsu dari luar. Sukanya kasi kerjaan orang saja !!!","pipa bocor , dampak . daerah tapak siring debit kecil . harus mengisi . suka kasih kerjaan !",Air Tidak Mengalir,Negatif
292,Tolong @pdamsuryasembada rumah saya sudah 4hari ini tiap pagi mati airnya. Nyala cmn malam aja jam. Biasanya gapernah gini. Dan di daerah rumah saga cmn rumah saya aja yg begitu. Gangguan airnya. Tolong info penjelasannya dan solusinya.,rumah sudah pagi mati air . hidup cuman malam jam . tidak pernah gini . daerah rumah cuman rumah . gangguan air . informasi penjelasan solusi .,Air Tidak Mengalir,Negatif
295,Kak pam nya udah ada sistem prabayar kak?,kakak pam nya sudah ada sistem prabayar kakak ?,Lainnya,Netral
296,"Harus nya di tambah aplikasi info gangguan dari pdam sendiri seperti ada galian dsbynya jdi aplikasi nya kurang, aplikasi info gangguan penting bagi pelanggan, bukan begitu cak :face_with_tears_of_joy:","harus nya aplikasi informasi gangguan pdam ada galian surabaya aplikasi nya , aplikasi informasi gangguan pelanggan , bukan kak",Lainnya,Netral
299,Keren bgt :clapping_hands::clapping_hands::fire::fire:,keren banget,Lainnya,Positif
302,Air didaerah saya khususnya dukuh pakis kecil sekali bahkan sering tidak mengalir tlng ditinjau,air daerah dukuh pakis kecil sekali tidak mengalir tinjau,Air Tidak Mengalir,Negatif
303,Halo daerah jl Tapak Siring debit airnya mengecil . Shg tidak bisa naik.,halo daerah jalan tapak siring debit air mengecil . tidak naik .,Air Tidak Mengalir,Negatif
305,Selamat hari bumi:globe_showing_Europe-Africa:,selamat bumi globe showing europe,Lainnya,Positif
307,Health talk ini kemarin khusus wanita ya min?,talk wanita admin ?,Lainnya,Netral
308,Keren bgt Srikandi Surya Sembada :smiling_face_with_heart-eyes::clapping_hands:,keren banget srikandi surya sembada smiling face with heart,Lainnya,Positif
309,Menyala sista @denikurniawatii :fire::fire::fire:,menyala saudara,Lainnya,Netral
310,mantap srikandi pdam surabaya:red_heart:,mantap srikandi pdam surabaya,Lainnya,Positif
311,"keren bu deni, pak sugeng:fire::fire::fire:","keren bu ,",Lainnya,Positif
312,Selamat hari Kartini :smiling_face_with_open_hands:,selamat kartini smiling face with open,Lainnya,Netral
313,My deepest admiration for all my Kartinis out there :hand_with_index_finger_and_thumb_crossed::fire::fire::fire:,my terdalam kagum all my kartini disana hand with index finger and thumb crossed,Lainnya,Netral
314,Terbaik ancene @denikurniawatii :fire:,terbaik memang,Lainnya,Netral
316,Terima kasih :folded_hands:,terima kasih,Lainnya,Positif
317,Apakah Gunung Anyar termasuk?,gunung anyar ?,Lainnya,Netral
320,call centre ngak bisa di telp?,call center ngga telepon ?,Pelayanan,Netral
321,Semangat!! :fire::clapping_hands:,semangat !,Lainnya,Netral
323,semangat terus mimin buat kontennya:smiling_face_with_heart-eyes::fire:,semangat admin konten smiling face with heart,Lainnya,Netral
324,Kalilom Lor indah DELIMA 3hari ini (mli selasa 15 april)mli pukul 06.00-09.00 baru mengalir airnya,lor indah delima april . . baru mengalir air,Air Tidak Mengalir,Negatif
325,Sampe jam berapa ya,sampai jam,Lainnya,Netral
326,Sampe berapa jam ini pemadaman nya?,sampai jam padam nya ?,Lainnya,Netral
327,"Sampai hari ini sabtu tgl 19 , air di daerah manukan mati tidak menyala.  Klu pun nyala hanya kecil banget, banyakan matinya. Kapan ini nyala normal kembali. Tolong di pantau daerah manukan belum normal","sampai tanggal , air daerah manukan mati tidak menyala . hidup kecil sekali , banyakan mati . kapan hidup normal . pantau daerah manukan belum normal",Air Tidak Mengalir,Negatif
328,Owh pantes kok gak keluar ini tadi nyalain air....,pantas tidak keluar hidup air .,Air Tidak Mengalir,Negatif
330,Telat nyimak...coba tau drtd dah Menuhin air min:pensive_face:,terlambat simak . coba dari tadi dah mengisi air admin,Air Tidak Mengalir,Negatif
332,Sukses wong ayu sayang:smiling_face_with_heart-eyes:Humas semakin keren :red_heart::smiling_face_with_heart-eyes:,sukses cantik sayang smiling face with heart hubungan masyarakat keren smiling face with heart,Lainnya,Positif
333,Semangat....PDAM Surya Sembada Surabaya,semangat . pdam surya sembada surabaya,Lainnya,Netral
335,"barokallah teman2, semangat sehat selalu","teman , semangat sehat selalu",Lainnya,Netral
337,jadi kapan nyala air nya??? bak mandi dah kosong,kapan hidup air nya ? bak mandi dah kosong,Air Tidak Mengalir,Netral
338,Gimana per sore ini kakak?,sore kakak ?,Lainnya,Netral
339,Lama banget..,lama sekali .,Lainnya,Netral
340,"Lek mari nggali iku di dandani seng nggenah min, isuk iki akeh korban tibo, gara² nutup mu mek nggae lemah, nggarai dalane lunyu:raising_hands:","mari gali perbaiki benar admin , pagi banyak korban jatuh , gara tutup mu pakai lemah , goda jalannya licin",Lainnya,Negatif
341,update progres kira kira selesai hari ini ga ya,pembaruan progres kira kira selesai ga,Lainnya,Negatif
342,Kapan yaa seleaainya airnya loo udah gak ada samsek di rumah,kapan selesainya air loh sudah tidak ada sama sekali rumah,Air Tidak Mengalir,Netral
344,duh gk ada air:crying_face:,aduh ga ada air,Air Tidak Mengalir,Negatif
345,Sampe sekarang masih belum nyala juga untuk area Rungkut permai :clapping_hands:,sampai sekarang belum hidup area rungkut permai,Air Tidak Mengalir,Negatif
346,"Bu dijalan Kupang gunung barat IV,ada kebocoran pipa,sudah hampir 2 Minggu nggak ada tindakan","bu jalan kupang gunung barat empat , ada kebocoran pipa , sudah hampir tidak ada tindakan",Kebocoran,Negatif
347,Air bak mandi habis ... Kapan ya selesai ?,air bak mandi habis . kapan selesai ?,Air Tidak Mengalir,Netral
348,Sampe hari ini masih mati pdam saya di gunung anyar sawah dekat sekolah pelayaran,sampai mati pdam gunung anyar sawah sekolah pelayaran,Air Tidak Mengalir,Netral
349,"Ayo semangat Pak  pekerja, airnya biar cepat keluar...","ayo semangat pekerja , air biar cepat keluar .",Lainnya,Positif
